Size,DataType,Algorithm,TimeMicroseconds
23900,Reversed,QuickSort,2564.600000
23900,Reversed,HybridQuickSort,1704.600000
23900,AlmostSorted,QuickSort,2473.000000
23900,AlmostSorted,HybridQuickSort,1602.800000
24000,Random,QuickSort,3604.400000
24000,Random,HybridQuickSort,2820.800000
24000,Reversed,QuickSort,2606.000000
24000,Reversed,HybridQuickSort,1726.400000
24000,AlmostSorted,QuickSort,2632.800000
24000,AlmostSorted,HybridQuickSort,1640.400000
24100,Random,QuickSort,3713.000000
24100,Random,HybridQuickSort,2865.600000
24100,Reversed,QuickSort,2628.400000
24100,Reversed,HybridQuickSort,1777.200000
24100,AlmostSorted,QuickSort,2591.200000
24100,AlmostSorted,HybridQuickSort,1734.400000
24200,Random,QuickSort,3802.800000
24200,Random,HybridQuickSort,3018.800000
24200,Reversed,QuickSort,2791.800000
24200,Reversed,HybridQuickSort,1858.800000
24200,AlmostSorted,QuickSort,2784.800000
24200,AlmostSorted,HybridQuickSort,1730.400000
24300,Random,QuickSort,3958.800000
24300,Random,HybridQuickSort,2804.400000
24300,Reversed,QuickSort,2696.800000
24300,Reversed,HybridQuickSort,1667.400000
24300,AlmostSorted,QuickSort,2561.400000
24300,AlmostSorted,HybridQuickSort,1573.200000
24400,Random,QuickSort,3630.000000
24400,Random,HybridQuickSort,2819.400000
24400,Reversed,QuickSort,2679.600000
24400,Reversed,HybridQuickSort,1705.600000
24400,AlmostSorted,QuickSort,2507.000000
24400,AlmostSorted,HybridQuickSort,1605.000000
24500,Random,QuickSort,3571.400000
24500,Random,HybridQuickSort,2775.600000
24500,Reversed,QuickSort,2687.000000
24500,Reversed,HybridQuickSort,1719.200000
24500,AlmostSorted,QuickSort,2661.800000
24500,AlmostSorted,HybridQuickSort,1717.400000
24600,Random,QuickSort,3736.200000
24600,Random,HybridQuickSort,2930.200000
24600,Reversed,QuickSort,2613.600000
24600,Reversed,HybridQuickSort,1788.000000
24600,AlmostSorted,QuickSort,2672.600000
24600,AlmostSorted,HybridQuickSort,1725.400000
24700,Random,QuickSort,3752.600000
24700,Random,HybridQuickSort,2827.400000
24700,Reversed,QuickSort,2635.600000
24700,Reversed,HybridQuickSort,1717.600000
24700,AlmostSorted,QuickSort,2620.800000
24700,AlmostSorted,HybridQuickSort,1643.600000
24800,Random,QuickSort,3684.400000
24800,Random,HybridQuickSort,2819.400000
24800,Reversed,QuickSort,2638.600000
24800,Reversed,HybridQuickSort,1676.400000
24800,AlmostSorted,QuickSort,2542.200000
24800,AlmostSorted,HybridQuickSort,1644.200000
24900,Random,QuickSort,3597.000000
24900,Random,HybridQuickSort,2787.000000
24900,Reversed,QuickSort,2659.600000
24900,Reversed,HybridQuickSort,1719.600000
24900,AlmostSorted,QuickSort,2614.000000
24900,AlmostSorted,HybridQuickSort,1697.400000
25000,Random,QuickSort,3655.000000
25000,Random,HybridQuickSort,2783.200000
25000,Reversed,QuickSort,2642.800000
25000,Reversed,HybridQuickSort,1754.200000
25000,AlmostSorted,QuickSort,2671.200000
25000,AlmostSorted,HybridQuickSort,1684.200000
25100,Random,QuickSort,3681.000000
25100,Random,HybridQuickSort,2804.600000
25100,Reversed,QuickSort,2676.800000
25100,Reversed,HybridQuickSort,1836.200000
25100,AlmostSorted,QuickSort,2629.200000
25100,AlmostSorted,HybridQuickSort,1643.600000
25200,Random,QuickSort,3680.400000
25200,Random,HybridQuickSort,2849.000000
25200,Reversed,QuickSort,2650.800000
25200,Reversed,HybridQuickSort,1850.400000
25200,AlmostSorted,QuickSort,2711.400000
25200,AlmostSorted,HybridQuickSort,1681.600000
25300,Random,QuickSort,3646.600000
25300,Random,HybridQuickSort,2836.400000
25300,Reversed,QuickSort,2629.600000
25300,Reversed,HybridQuickSort,1818.000000
25300,AlmostSorted,QuickSort,2642.600000
25300,AlmostSorted,HybridQuickSort,1681.600000
25400,Random,QuickSort,3717.800000
25400,Random,HybridQuickSort,2780.800000
25400,Reversed,QuickSort,2733.800000
25400,Reversed,HybridQuickSort,1785.800000
25400,AlmostSorted,QuickSort,2649.000000
25400,AlmostSorted,HybridQuickSort,1786.400000
25500,Random,QuickSort,3722.000000
25500,Random,HybridQuickSort,2860.400000
25500,Reversed,QuickSort,2708.600000
25500,Reversed,HybridQuickSort,1749.800000
25500,AlmostSorted,QuickSort,2651.000000
25500,AlmostSorted,HybridQuickSort,1730.200000
25600,Random,QuickSort,3856.400000
25600,Random,HybridQuickSort,2984.400000
25600,Reversed,QuickSort,2673.400000
25600,Reversed,HybridQuickSort,1823.000000
25600,AlmostSorted,QuickSort,2766.600000
25600,AlmostSorted,HybridQuickSort,1726.600000
25700,Random,QuickSort,3947.000000
25700,Random,HybridQuickSort,3037.200000
25700,Reversed,QuickSort,2787.600000
25700,Reversed,HybridQuickSort,1927.000000
25700,AlmostSorted,QuickSort,2850.200000
25700,AlmostSorted,HybridQuickSort,1819.800000
25800,Random,QuickSort,4027.000000
25800,Random,HybridQuickSort,3108.200000
25800,Reversed,QuickSort,2672.800000
25800,Reversed,HybridQuickSort,1905.800000
25800,AlmostSorted,QuickSort,2678.600000
25800,AlmostSorted,HybridQuickSort,1770.400000
25900,Random,QuickSort,3753.400000
25900,Random,HybridQuickSort,2907.200000
25900,Reversed,QuickSort,2738.000000
25900,Reversed,HybridQuickSort,1857.800000
25900,AlmostSorted,QuickSort,2804.200000
25900,AlmostSorted,HybridQuickSort,1772.400000
26000,Random,QuickSort,3840.200000
26000,Random,HybridQuickSort,2913.600000
26000,Reversed,QuickSort,2726.600000
26000,Reversed,HybridQuickSort,1794.000000
26000,AlmostSorted,QuickSort,2676.600000
26000,AlmostSorted,HybridQuickSort,1769.600000
26100,Random,QuickSort,3815.800000
26100,Random,HybridQuickSort,2978.000000
26100,Reversed,QuickSort,2772.000000
26100,Reversed,HybridQuickSort,1823.000000
26100,AlmostSorted,QuickSort,2753.000000
26100,AlmostSorted,HybridQuickSort,1732.600000
26200,Random,QuickSort,3865.600000
26200,Random,HybridQuickSort,2925.600000
26200,Reversed,QuickSort,2800.200000
26200,Reversed,HybridQuickSort,1826.400000
26200,AlmostSorted,QuickSort,2765.200000
26200,AlmostSorted,HybridQuickSort,1792.400000
26300,Random,QuickSort,3858.600000
26300,Random,HybridQuickSort,3000.600000
26300,Reversed,QuickSort,2816.600000
26300,Reversed,HybridQuickSort,1786.800000
26300,AlmostSorted,QuickSort,2782.400000
26300,AlmostSorted,HybridQuickSort,1725.000000
26400,Random,QuickSort,3865.400000
26400,Random,HybridQuickSort,3008.800000
26400,Reversed,QuickSort,2805.000000
26400,Reversed,HybridQuickSort,1825.600000
26400,AlmostSorted,QuickSort,2798.400000
26400,AlmostSorted,HybridQuickSort,1840.200000
26500,Random,QuickSort,3923.200000
26500,Random,HybridQuickSort,2981.000000
26500,Reversed,QuickSort,2790.000000
26500,Reversed,HybridQuickSort,1864.400000
26500,AlmostSorted,QuickSort,2798.600000
26500,AlmostSorted,HybridQuickSort,1808.400000
26600,Random,QuickSort,3903.000000
26600,Random,HybridQuickSort,3014.600000
26600,Reversed,QuickSort,2784.200000
26600,Reversed,HybridQuickSort,1904.600000
26600,AlmostSorted,QuickSort,2822.400000
26600,AlmostSorted,HybridQuickSort,1787.200000
26700,Random,QuickSort,3919.600000
26700,Random,HybridQuickSort,3026.800000
26700,Reversed,QuickSort,2876.600000
26700,Reversed,HybridQuickSort,1869.400000
26700,AlmostSorted,QuickSort,2847.400000
26700,AlmostSorted,HybridQuickSort,1797.400000
26800,Random,QuickSort,3931.600000
26800,Random,HybridQuickSort,3037.800000
26800,Reversed,QuickSort,2822.000000
26800,Reversed,HybridQuickSort,1855.800000
26800,AlmostSorted,QuickSort,2894.000000
26800,AlmostSorted,HybridQuickSort,1842.600000
26900,Random,QuickSort,3928.800000
26900,Random,HybridQuickSort,3060.800000
26900,Reversed,QuickSort,2914.600000
26900,Reversed,HybridQuickSort,1852.800000
26900,AlmostSorted,QuickSort,2847.400000
26900,AlmostSorted,HybridQuickSort,1811.400000
27000,Random,QuickSort,3989.800000
27000,Random,HybridQuickSort,3041.200000
27000,Reversed,QuickSort,2819.400000
27000,Reversed,HybridQuickSort,1872.400000
27000,AlmostSorted,QuickSort,2853.800000
27000,AlmostSorted,HybridQuickSort,1794.800000
27100,Random,QuickSort,3966.400000
27100,Random,HybridQuickSort,3047.800000
27100,Reversed,QuickSort,2837.000000
27100,Reversed,HybridQuickSort,1896.000000
27100,AlmostSorted,QuickSort,2876.000000
27100,AlmostSorted,HybridQuickSort,1817.000000
27200,Random,QuickSort,3970.000000
27200,Random,HybridQuickSort,3108.800000
27200,Reversed,QuickSort,2914.800000
27200,Reversed,HybridQuickSort,1907.800000
27200,AlmostSorted,QuickSort,2897.600000
27200,AlmostSorted,HybridQuickSort,1776.000000
27300,Random,QuickSort,4014.600000
27300,Random,HybridQuickSort,3127.600000
27300,Reversed,QuickSort,2881.000000
27300,Reversed,HybridQuickSort,1951.000000
27300,AlmostSorted,QuickSort,2953.600000
27300,AlmostSorted,HybridQuickSort,1826.800000
27400,Random,QuickSort,4025.600000
27400,Random,HybridQuickSort,3112.000000
27400,Reversed,QuickSort,2898.600000
27400,Reversed,HybridQuickSort,1893.800000
27400,AlmostSorted,QuickSort,2942.000000
27400,AlmostSorted,HybridQuickSort,1880.400000
27500,Random,QuickSort,4033.200000
27500,Random,HybridQuickSort,3119.400000
27500,Reversed,QuickSort,2847.600000
27500,Reversed,HybridQuickSort,1947.600000
27500,AlmostSorted,QuickSort,2921.200000
27500,AlmostSorted,HybridQuickSort,1833.600000
27600,Random,QuickSort,4149.800000
27600,Random,HybridQuickSort,3148.600000
27600,Reversed,QuickSort,2909.200000
27600,Reversed,HybridQuickSort,1972.000000
27600,AlmostSorted,QuickSort,2929.600000
27600,AlmostSorted,HybridQuickSort,1853.200000
27700,Random,QuickSort,4035.800000
27700,Random,HybridQuickSort,3132.000000
27700,Reversed,QuickSort,2952.400000
27700,Reversed,HybridQuickSort,1976.000000
27700,AlmostSorted,QuickSort,2945.400000
27700,AlmostSorted,HybridQuickSort,1847.000000
27800,Random,QuickSort,4126.200000
27800,Random,HybridQuickSort,3404.600000
27800,Reversed,QuickSort,3313.600000
27800,Reversed,HybridQuickSort,2022.000000
27800,AlmostSorted,QuickSort,3149.400000
27800,AlmostSorted,HybridQuickSort,1907.400000
27900,Random,QuickSort,4240.000000
27900,Random,HybridQuickSort,3217.400000
27900,Reversed,QuickSort,3039.600000
27900,Reversed,HybridQuickSort,1991.000000
27900,AlmostSorted,QuickSort,3052.800000
27900,AlmostSorted,HybridQuickSort,1862.600000
28000,Random,QuickSort,4236.400000
28000,Random,HybridQuickSort,3189.400000
28000,Reversed,QuickSort,3021.800000
28000,Reversed,HybridQuickSort,1998.000000
28000,AlmostSorted,QuickSort,3007.400000
28000,AlmostSorted,HybridQuickSort,1886.400000
28100,Random,QuickSort,4281.600000
28100,Random,HybridQuickSort,3286.600000
28100,Reversed,QuickSort,2930.200000
28100,Reversed,HybridQuickSort,1953.800000
28100,AlmostSorted,QuickSort,3066.800000
28100,AlmostSorted,HybridQuickSort,1962.600000
28200,Random,QuickSort,4222.600000
28200,Random,HybridQuickSort,3274.000000
28200,Reversed,QuickSort,3099.000000
28200,Reversed,HybridQuickSort,1923.600000
28200,AlmostSorted,QuickSort,2984.400000
28200,AlmostSorted,HybridQuickSort,1903.400000
28300,Random,QuickSort,4206.600000
28300,Random,HybridQuickSort,3210.200000
28300,Reversed,QuickSort,2994.000000
28300,Reversed,HybridQuickSort,2041.000000
28300,AlmostSorted,QuickSort,3038.800000
28300,AlmostSorted,HybridQuickSort,1943.800000
28400,Random,QuickSort,4284.600000
28400,Random,HybridQuickSort,3305.800000
28400,Reversed,QuickSort,3052.400000
28400,Reversed,HybridQuickSort,2105.400000
28400,AlmostSorted,QuickSort,3060.400000
28400,AlmostSorted,HybridQuickSort,1922.400000
28500,Random,QuickSort,4322.000000
28500,Random,HybridQuickSort,3373.200000
28500,Reversed,QuickSort,3096.600000
28500,Reversed,HybridQuickSort,2057.000000
28500,AlmostSorted,QuickSort,3044.000000
28500,AlmostSorted,HybridQuickSort,1961.600000
28600,Random,QuickSort,4321.600000
28600,Random,HybridQuickSort,3318.000000
28600,Reversed,QuickSort,3091.400000
28600,Reversed,HybridQuickSort,2052.600000
28600,AlmostSorted,QuickSort,3123.800000
28600,AlmostSorted,HybridQuickSort,1998.800000
28700,Random,QuickSort,4517.600000
28700,Random,HybridQuickSort,3503.600000
28700,Reversed,QuickSort,3175.800000
28700,Reversed,HybridQuickSort,2088.000000
28700,AlmostSorted,QuickSort,3135.400000
28700,AlmostSorted,HybridQuickSort,1976.600000
28800,Random,QuickSort,4467.800000
28800,Random,HybridQuickSort,3448.400000
28800,Reversed,QuickSort,3149.600000
28800,Reversed,HybridQuickSort,2114.000000
28800,AlmostSorted,QuickSort,3206.400000
28800,AlmostSorted,HybridQuickSort,1984.400000
28900,Random,QuickSort,4599.600000
28900,Random,HybridQuickSort,3456.400000
28900,Reversed,QuickSort,3218.800000
28900,Reversed,HybridQuickSort,2143.600000
28900,AlmostSorted,QuickSort,3133.800000
28900,AlmostSorted,HybridQuickSort,1994.800000
29000,Random,QuickSort,4660.400000
29000,Random,HybridQuickSort,3349.800000
29000,Reversed,QuickSort,3172.000000
29000,Reversed,HybridQuickSort,2103.200000
29000,AlmostSorted,QuickSort,3264.200000
29000,AlmostSorted,HybridQuickSort,2060.800000
29100,Random,QuickSort,4569.000000
29100,Random,HybridQuickSort,3410.400000
29100,Reversed,QuickSort,3170.600000
29100,Reversed,HybridQuickSort,2110.400000
29100,AlmostSorted,QuickSort,3240.800000
29100,AlmostSorted,HybridQuickSort,2087.200000
29200,Random,QuickSort,4491.600000
29200,Random,HybridQuickSort,3500.200000
29200,Reversed,QuickSort,3147.800000
29200,Reversed,HybridQuickSort,2083.800000
29200,AlmostSorted,QuickSort,3106.000000
29200,AlmostSorted,HybridQuickSort,2027.800000
29300,Random,QuickSort,4423.000000
29300,Random,HybridQuickSort,3435.200000
29300,Reversed,QuickSort,3119.600000
29300,Reversed,HybridQuickSort,2070.600000
29300,AlmostSorted,QuickSort,3205.400000
29300,AlmostSorted,HybridQuickSort,1974.800000
29400,Random,QuickSort,4475.800000
29400,Random,HybridQuickSort,3438.400000
29400,Reversed,QuickSort,3205.000000
29400,Reversed,HybridQuickSort,2174.400000
29400,AlmostSorted,QuickSort,3173.600000
29400,AlmostSorted,HybridQuickSort,2065.200000
29500,Random,QuickSort,4511.600000
29500,Random,HybridQuickSort,3421.800000
29500,Reversed,QuickSort,3181.000000
29500,Reversed,HybridQuickSort,2162.400000
29500,AlmostSorted,QuickSort,3267.000000
29500,AlmostSorted,HybridQuickSort,2101.000000
29600,Random,QuickSort,4742.200000
29600,Random,HybridQuickSort,3555.000000
29600,Reversed,QuickSort,3199.600000
29600,Reversed,HybridQuickSort,2156.800000
29600,AlmostSorted,QuickSort,3167.600000
29600,AlmostSorted,HybridQuickSort,2059.400000
29700,Random,QuickSort,4647.400000
29700,Random,HybridQuickSort,3464.600000
29700,Reversed,QuickSort,3267.000000
29700,Reversed,HybridQuickSort,2086.200000
29700,AlmostSorted,QuickSort,3179.600000
29700,AlmostSorted,HybridQuickSort,2044.600000
29800,Random,QuickSort,4456.800000
29800,Random,HybridQuickSort,3400.400000
29800,Reversed,QuickSort,3222.400000
29800,Reversed,HybridQuickSort,2103.000000
29800,AlmostSorted,QuickSort,3206.200000
29800,AlmostSorted,HybridQuickSort,2017.200000
29900,Random,QuickSort,4522.600000
29900,Random,HybridQuickSort,3346.800000
29900,Reversed,QuickSort,3227.400000
29900,Reversed,HybridQuickSort,2165.800000
29900,AlmostSorted,QuickSort,3259.200000
29900,AlmostSorted,HybridQuickSort,2014.600000
30000,Random,QuickSort,4496.000000
30000,Random,HybridQuickSort,3466.600000
30000,Reversed,QuickSort,3214.000000
30000,Reversed,HybridQuickSort,2185.200000
30000,AlmostSorted,QuickSort,3288.600000
30000,AlmostSorted,HybridQuickSort,2041.200000
30100,Random,QuickSort,4530.000000
30100,Random,HybridQuickSort,3437.600000
30100,Reversed,QuickSort,3265.200000
30100,Reversed,HybridQuickSort,2212.000000
30100,AlmostSorted,QuickSort,3280.200000
30100,AlmostSorted,HybridQuickSort,2060.000000
30200,Random,QuickSort,4655.600000
30200,Random,HybridQuickSort,3544.800000
30200,Reversed,QuickSort,3312.000000
30200,Reversed,HybridQuickSort,2182.400000
30200,AlmostSorted,QuickSort,3210.400000
30200,AlmostSorted,HybridQuickSort,2087.400000
30300,Random,QuickSort,4577.000000
30300,Random,HybridQuickSort,3533.200000
30300,Reversed,QuickSort,3373.200000
30300,Reversed,HybridQuickSort,2152.200000
30300,AlmostSorted,QuickSort,3269.400000
30300,AlmostSorted,HybridQuickSort,2144.600000
30400,Random,QuickSort,4576.800000
30400,Random,HybridQuickSort,3440.800000
30400,Reversed,QuickSort,3339.200000
30400,Reversed,HybridQuickSort,2199.600000
30400,AlmostSorted,QuickSort,3373.200000
30400,AlmostSorted,HybridQuickSort,2124.200000
30500,Random,QuickSort,4616.200000
30500,Random,HybridQuickSort,3448.800000
30500,Reversed,QuickSort,3317.600000
30500,Reversed,HybridQuickSort,2132.000000
30500,AlmostSorted,QuickSort,3294.400000
30500,AlmostSorted,HybridQuickSort,2126.600000
30600,Random,QuickSort,4597.600000
30600,Random,HybridQuickSort,3529.600000
30600,Reversed,QuickSort,3268.600000
30600,Reversed,HybridQuickSort,2162.000000
30600,AlmostSorted,QuickSort,3300.600000
30600,AlmostSorted,HybridQuickSort,2075.200000
30700,Random,QuickSort,4644.200000
30700,Random,HybridQuickSort,3513.600000
30700,Reversed,QuickSort,3247.600000
30700,Reversed,HybridQuickSort,2210.600000
30700,AlmostSorted,QuickSort,3318.000000
30700,AlmostSorted,HybridQuickSort,2113.600000
30800,Random,QuickSort,4580.200000
30800,Random,HybridQuickSort,3541.200000
30800,Reversed,QuickSort,3403.600000
30800,Reversed,HybridQuickSort,2222.600000
30800,AlmostSorted,QuickSort,3504.800000
30800,AlmostSorted,HybridQuickSort,2162.000000
30900,Random,QuickSort,4783.400000
30900,Random,HybridQuickSort,3665.400000
30900,Reversed,QuickSort,3439.200000
30900,Reversed,HybridQuickSort,2247.400000
30900,AlmostSorted,QuickSort,3426.400000
30900,AlmostSorted,HybridQuickSort,2191.400000
31000,Random,QuickSort,4697.400000
31000,Random,HybridQuickSort,3594.800000
31000,Reversed,QuickSort,3316.000000
31000,Reversed,HybridQuickSort,2213.600000
31000,AlmostSorted,QuickSort,3323.200000
31000,AlmostSorted,HybridQuickSort,2110.400000
31100,Random,QuickSort,4827.400000
31100,Random,HybridQuickSort,3653.800000
31100,Reversed,QuickSort,3344.400000
31100,Reversed,HybridQuickSort,2222.400000
31100,AlmostSorted,QuickSort,3372.400000
31100,AlmostSorted,HybridQuickSort,2151.000000
31200,Random,QuickSort,4863.600000
31200,Random,HybridQuickSort,3664.800000
31200,Reversed,QuickSort,3399.200000
31200,Reversed,HybridQuickSort,2235.000000
31200,AlmostSorted,QuickSort,3392.200000
31200,AlmostSorted,HybridQuickSort,2202.000000
31300,Random,QuickSort,4733.800000
31300,Random,HybridQuickSort,3640.200000
31300,Reversed,QuickSort,3422.200000
31300,Reversed,HybridQuickSort,2266.800000
31300,AlmostSorted,QuickSort,3387.400000
31300,AlmostSorted,HybridQuickSort,2153.400000
31400,Random,QuickSort,4752.600000
31400,Random,HybridQuickSort,3730.200000
31400,Reversed,QuickSort,3381.200000
31400,Reversed,HybridQuickSort,2359.200000
31400,AlmostSorted,QuickSort,3451.800000
31400,AlmostSorted,HybridQuickSort,2184.600000
31500,Random,QuickSort,4851.000000
31500,Random,HybridQuickSort,3710.200000
31500,Reversed,QuickSort,3431.400000
31500,Reversed,HybridQuickSort,2271.800000
31500,AlmostSorted,QuickSort,3452.200000
31500,AlmostSorted,HybridQuickSort,2202.800000
31600,Random,QuickSort,4632.600000
31600,Random,HybridQuickSort,3582.800000
31600,Reversed,QuickSort,3347.000000
31600,Reversed,HybridQuickSort,2224.000000
31600,AlmostSorted,QuickSort,3402.600000
31600,AlmostSorted,HybridQuickSort,2160.400000
31700,Random,QuickSort,4757.000000
31700,Random,HybridQuickSort,3615.600000
31700,Reversed,QuickSort,3402.200000
31700,Reversed,HybridQuickSort,2261.200000
31700,AlmostSorted,QuickSort,3434.400000
31700,AlmostSorted,HybridQuickSort,2139.200000
31800,Random,QuickSort,4715.800000
31800,Random,HybridQuickSort,3657.000000
31800,Reversed,QuickSort,3451.000000
31800,Reversed,HybridQuickSort,2283.200000
31800,AlmostSorted,QuickSort,3496.400000
31800,AlmostSorted,HybridQuickSort,2152.600000
31900,Random,QuickSort,4845.200000
31900,Random,HybridQuickSort,3748.200000
31900,Reversed,QuickSort,3458.000000
31900,Reversed,HybridQuickSort,2291.000000
31900,AlmostSorted,QuickSort,3428.800000
31900,AlmostSorted,HybridQuickSort,2186.200000
32000,Random,QuickSort,4702.800000
32000,Random,HybridQuickSort,3657.000000
32000,Reversed,QuickSort,3379.600000
32000,Reversed,HybridQuickSort,2264.000000
32000,AlmostSorted,QuickSort,3462.400000
32000,AlmostSorted,HybridQuickSort,2210.400000
32100,Random,QuickSort,4831.000000
32100,Random,HybridQuickSort,3705.600000
32100,Reversed,QuickSort,3471.200000
32100,Reversed,HybridQuickSort,2341.400000
32100,AlmostSorted,QuickSort,3473.400000
32100,AlmostSorted,HybridQuickSort,2185.000000
32200,Random,QuickSort,4865.000000
32200,Random,HybridQuickSort,3779.800000
32200,Reversed,QuickSort,3479.200000
32200,Reversed,HybridQuickSort,2254.200000
32200,AlmostSorted,QuickSort,3449.000000
32200,AlmostSorted,HybridQuickSort,2191.000000
32300,Random,QuickSort,4897.600000
32300,Random,HybridQuickSort,3805.400000
32300,Reversed,QuickSort,3535.200000
32300,Reversed,HybridQuickSort,2315.200000
32300,AlmostSorted,QuickSort,3467.600000
32300,AlmostSorted,HybridQuickSort,2241.000000
32400,Random,QuickSort,4805.800000
32400,Random,HybridQuickSort,3753.000000
32400,Reversed,QuickSort,3414.800000
32400,Reversed,HybridQuickSort,2320.400000
32400,AlmostSorted,QuickSort,3534.600000
32400,AlmostSorted,HybridQuickSort,2252.400000
32500,Random,QuickSort,4903.400000
32500,Random,HybridQuickSort,3873.400000
32500,Reversed,QuickSort,3680.200000
32500,Reversed,HybridQuickSort,2367.200000
32500,AlmostSorted,QuickSort,3583.000000
32500,AlmostSorted,HybridQuickSort,2326.400000
32600,Random,QuickSort,4816.600000
32600,Random,HybridQuickSort,3785.200000
32600,Reversed,QuickSort,3502.200000
32600,Reversed,HybridQuickSort,2397.000000
32600,AlmostSorted,QuickSort,3546.200000
32600,AlmostSorted,HybridQuickSort,2307.200000
32700,Random,QuickSort,4957.800000
32700,Random,HybridQuickSort,3806.000000
32700,Reversed,QuickSort,3603.200000
32700,Reversed,HybridQuickSort,2397.400000
32700,AlmostSorted,QuickSort,3519.000000
32700,AlmostSorted,HybridQuickSort,2156.800000
32800,Random,QuickSort,4960.400000
32800,Random,HybridQuickSort,3855.600000
32800,Reversed,QuickSort,3542.200000
32800,Reversed,HybridQuickSort,2412.400000
32800,AlmostSorted,QuickSort,3580.400000
32800,AlmostSorted,HybridQuickSort,2278.600000
32900,Random,QuickSort,4967.800000
32900,Random,HybridQuickSort,3837.400000
32900,Reversed,QuickSort,3617.600000
32900,Reversed,HybridQuickSort,2361.200000
32900,AlmostSorted,QuickSort,3597.400000
32900,AlmostSorted,HybridQuickSort,2243.000000
33000,Random,QuickSort,4865.800000
33000,Random,HybridQuickSort,3752.800000
33000,Reversed,QuickSort,3495.000000
33000,Reversed,HybridQuickSort,2397.600000
33000,AlmostSorted,QuickSort,3649.400000
33000,AlmostSorted,HybridQuickSort,2288.800000
33100,Random,QuickSort,5049.400000
33100,Random,HybridQuickSort,3907.600000
33100,Reversed,QuickSort,3699.600000
33100,Reversed,HybridQuickSort,2386.200000
33100,AlmostSorted,QuickSort,3616.200000
33100,AlmostSorted,HybridQuickSort,2281.000000
33200,Random,QuickSort,4976.600000
33200,Random,HybridQuickSort,3789.600000
33200,Reversed,QuickSort,3531.600000
33200,Reversed,HybridQuickSort,2377.400000
33200,AlmostSorted,QuickSort,3641.800000
33200,AlmostSorted,HybridQuickSort,2266.600000
33300,Random,QuickSort,5006.800000
33300,Random,HybridQuickSort,3886.600000
33300,Reversed,QuickSort,3521.800000
33300,Reversed,HybridQuickSort,2398.000000
33300,AlmostSorted,QuickSort,3595.200000
33300,AlmostSorted,HybridQuickSort,2234.600000
33400,Random,QuickSort,5005.200000
33400,Random,HybridQuickSort,3810.600000
33400,Reversed,QuickSort,3477.800000
33400,Reversed,HybridQuickSort,2463.200000
33400,AlmostSorted,QuickSort,3629.800000
33400,AlmostSorted,HybridQuickSort,2259.400000
33500,Random,QuickSort,5029.400000
33500,Random,HybridQuickSort,3874.200000
33500,Reversed,QuickSort,3552.600000
33500,Reversed,HybridQuickSort,2380.200000
33500,AlmostSorted,QuickSort,3593.400000
33500,AlmostSorted,HybridQuickSort,2348.800000
33600,Random,QuickSort,4975.200000
33600,Random,HybridQuickSort,3882.200000
33600,Reversed,QuickSort,3698.800000
33600,Reversed,HybridQuickSort,2487.600000
33600,AlmostSorted,QuickSort,3629.200000
33600,AlmostSorted,HybridQuickSort,2382.200000
33700,Random,QuickSort,5143.800000
33700,Random,HybridQuickSort,3936.600000
33700,Reversed,QuickSort,3731.400000
33700,Reversed,HybridQuickSort,2483.000000
33700,AlmostSorted,QuickSort,3677.200000
33700,AlmostSorted,HybridQuickSort,2218.800000
33800,Random,QuickSort,5105.600000
33800,Random,HybridQuickSort,3933.800000
33800,Reversed,QuickSort,3647.800000
33800,Reversed,HybridQuickSort,2478.400000
33800,AlmostSorted,QuickSort,3654.800000
33800,AlmostSorted,HybridQuickSort,2324.400000
33900,Random,QuickSort,5170.800000
33900,Random,HybridQuickSort,4003.000000
33900,Reversed,QuickSort,3716.200000
33900,Reversed,HybridQuickSort,2455.800000
33900,AlmostSorted,QuickSort,3763.400000
33900,AlmostSorted,HybridQuickSort,2385.000000
34000,Random,QuickSort,5186.200000
34000,Random,HybridQuickSort,3960.800000
34000,Reversed,QuickSort,3666.000000
34000,Reversed,HybridQuickSort,2623.600000
34000,AlmostSorted,QuickSort,3832.400000
34000,AlmostSorted,HybridQuickSort,2411.800000
34100,Random,QuickSort,5162.800000
34100,Random,HybridQuickSort,3995.400000
34100,Reversed,QuickSort,3675.600000
34100,Reversed,HybridQuickSort,2474.400000
34100,AlmostSorted,QuickSort,3705.600000
34100,AlmostSorted,HybridQuickSort,2267.800000
34200,Random,QuickSort,5184.200000
34200,Random,HybridQuickSort,3976.400000
34200,Reversed,QuickSort,3702.800000
34200,Reversed,HybridQuickSort,2459.200000
34200,AlmostSorted,QuickSort,3830.800000
34200,AlmostSorted,HybridQuickSort,2299.600000
34300,Random,QuickSort,5232.200000
34300,Random,HybridQuickSort,4066.000000
34300,Reversed,QuickSort,3705.600000
34300,Reversed,HybridQuickSort,2510.000000
34300,AlmostSorted,QuickSort,3724.200000
34300,AlmostSorted,HybridQuickSort,2271.400000
34400,Random,QuickSort,5197.000000
34400,Random,HybridQuickSort,3972.600000
34400,Reversed,QuickSort,3697.200000
34400,Reversed,HybridQuickSort,2459.400000
34400,AlmostSorted,QuickSort,3694.600000
34400,AlmostSorted,HybridQuickSort,2278.800000
34500,Random,QuickSort,5298.000000
34500,Random,HybridQuickSort,4086.800000
34500,Reversed,QuickSort,3802.200000
34500,Reversed,HybridQuickSort,2484.800000
34500,AlmostSorted,QuickSort,3751.000000
