Size,DataType,Algorithm,TimeMicroseconds
23000,Reversed,HybridMergeSort,4287.600000
23000,AlmostSorted,MergeSort,7767.800000
23000,AlmostSorted,HybridMergeSort,2806.200000
23100,Random,MergeSort,9388.800000
23100,Random,HybridMergeSort,4841.800000
23100,Reversed,MergeSort,7368.800000
23100,Reversed,HybridMergeSort,4231.600000
23100,AlmostSorted,MergeSort,7841.200000
23100,AlmostSorted,HybridMergeSort,2833.200000
23200,Random,MergeSort,9468.400000
23200,Random,HybridMergeSort,4892.000000
23200,Reversed,MergeSort,7414.400000
23200,Reversed,HybridMergeSort,4252.600000
23200,AlmostSorted,MergeSort,7922.200000
23200,AlmostSorted,HybridMergeSort,2869.600000
23300,Random,MergeSort,9511.200000
23300,Random,HybridMergeSort,4873.400000
23300,Reversed,MergeSort,7463.000000
23300,Reversed,HybridMergeSort,4270.200000
23300,AlmostSorted,MergeSort,7791.600000
23300,AlmostSorted,HybridMergeSort,2791.000000
23400,Random,MergeSort,9499.200000
23400,Random,HybridMergeSort,4885.800000
23400,Reversed,MergeSort,7437.600000
23400,Reversed,HybridMergeSort,4289.400000
23400,AlmostSorted,MergeSort,7924.800000
23400,AlmostSorted,HybridMergeSort,2854.400000
23500,Random,MergeSort,9534.600000
23500,Random,HybridMergeSort,4965.000000
23500,Reversed,MergeSort,7466.000000
23500,Reversed,HybridMergeSort,4474.800000
23500,AlmostSorted,MergeSort,8109.800000
23500,AlmostSorted,HybridMergeSort,2854.000000
23600,Random,MergeSort,9638.200000
23600,Random,HybridMergeSort,4956.000000
23600,Reversed,MergeSort,7604.200000
23600,Reversed,HybridMergeSort,4402.200000
23600,AlmostSorted,MergeSort,8009.400000
23600,AlmostSorted,HybridMergeSort,2891.600000
23700,Random,MergeSort,9599.400000
23700,Random,HybridMergeSort,4967.600000
23700,Reversed,MergeSort,7629.600000
23700,Reversed,HybridMergeSort,4428.400000
23700,AlmostSorted,MergeSort,8035.400000
23700,AlmostSorted,HybridMergeSort,2908.800000
23800,Random,MergeSort,9751.200000
23800,Random,HybridMergeSort,5063.600000
23800,Reversed,MergeSort,7747.600000
23800,Reversed,HybridMergeSort,4603.600000
23800,AlmostSorted,MergeSort,8077.400000
23800,AlmostSorted,HybridMergeSort,2893.600000
23900,Random,MergeSort,9618.200000
23900,Random,HybridMergeSort,5032.000000
23900,Reversed,MergeSort,7651.000000
23900,Reversed,HybridMergeSort,4491.400000
23900,AlmostSorted,MergeSort,7977.400000
23900,AlmostSorted,HybridMergeSort,2867.000000
24000,Random,MergeSort,9813.400000
24000,Random,HybridMergeSort,5067.600000
24000,Reversed,MergeSort,7693.800000
24000,Reversed,HybridMergeSort,4508.200000
24000,AlmostSorted,MergeSort,7981.000000
24000,AlmostSorted,HybridMergeSort,2963.000000
24100,Random,MergeSort,9771.200000
24100,Random,HybridMergeSort,5077.200000
24100,Reversed,MergeSort,7837.000000
24100,Reversed,HybridMergeSort,4547.400000
24100,AlmostSorted,MergeSort,8226.000000
24100,AlmostSorted,HybridMergeSort,3023.400000
24200,Random,MergeSort,9899.800000
24200,Random,HybridMergeSort,5099.600000
24200,Reversed,MergeSort,7748.400000
24200,Reversed,HybridMergeSort,4511.800000
24200,AlmostSorted,MergeSort,8131.800000
24200,AlmostSorted,HybridMergeSort,2896.000000
24300,Random,MergeSort,9864.400000
24300,Random,HybridMergeSort,5159.400000
24300,Reversed,MergeSort,7819.400000
24300,Reversed,HybridMergeSort,4525.800000
24300,AlmostSorted,MergeSort,8155.400000
24300,AlmostSorted,HybridMergeSort,2896.800000
24400,Random,MergeSort,9954.400000
24400,Random,HybridMergeSort,5163.400000
24400,Reversed,MergeSort,7958.200000
24400,Reversed,HybridMergeSort,4634.800000
24400,AlmostSorted,MergeSort,8224.200000
24400,AlmostSorted,HybridMergeSort,2981.600000
24500,Random,MergeSort,9919.600000
24500,Random,HybridMergeSort,5199.200000
24500,Reversed,MergeSort,7835.800000
24500,Reversed,HybridMergeSort,4598.800000
24500,AlmostSorted,MergeSort,8192.800000
24500,AlmostSorted,HybridMergeSort,2918.200000
24600,Random,MergeSort,10083.000000
24600,Random,HybridMergeSort,5272.800000
24600,Reversed,MergeSort,8132.600000
24600,Reversed,HybridMergeSort,4880.600000
24600,AlmostSorted,MergeSort,8711.800000
24600,AlmostSorted,HybridMergeSort,3074.200000
24700,Random,MergeSort,10422.800000
24700,Random,HybridMergeSort,5574.000000
24700,Reversed,MergeSort,8248.600000
24700,Reversed,HybridMergeSort,4931.400000
24700,AlmostSorted,MergeSort,8719.600000
24700,AlmostSorted,HybridMergeSort,3114.600000
24800,Random,MergeSort,10653.200000
24800,Random,HybridMergeSort,5380.800000
24800,Reversed,MergeSort,8056.000000
24800,Reversed,HybridMergeSort,4656.800000
24800,AlmostSorted,MergeSort,8472.800000
24800,AlmostSorted,HybridMergeSort,3126.000000
24900,Random,MergeSort,10163.400000
24900,Random,HybridMergeSort,5269.800000
24900,Reversed,MergeSort,8045.200000
24900,Reversed,HybridMergeSort,4724.800000
24900,AlmostSorted,MergeSort,8437.200000
24900,AlmostSorted,HybridMergeSort,3042.600000
25000,Random,MergeSort,10182.800000
25000,Random,HybridMergeSort,5316.600000
25000,Reversed,MergeSort,8125.600000
25000,Reversed,HybridMergeSort,4786.000000
25000,AlmostSorted,MergeSort,8565.600000
25000,AlmostSorted,HybridMergeSort,3144.600000
25100,Random,MergeSort,10247.600000
25100,Random,HybridMergeSort,5308.200000
25100,Reversed,MergeSort,8149.200000
25100,Reversed,HybridMergeSort,4771.400000
25100,AlmostSorted,MergeSort,8528.800000
25100,AlmostSorted,HybridMergeSort,3086.400000
25200,Random,MergeSort,10208.000000
25200,Random,HybridMergeSort,5356.600000
25200,Reversed,MergeSort,8052.000000
25200,Reversed,HybridMergeSort,4762.400000
25200,AlmostSorted,MergeSort,8593.000000
25200,AlmostSorted,HybridMergeSort,3188.400000
25300,Random,MergeSort,10912.400000
25300,Random,HybridMergeSort,5747.000000
25300,Reversed,MergeSort,8407.800000
25300,Reversed,HybridMergeSort,4970.800000
25300,AlmostSorted,MergeSort,8806.800000
25300,AlmostSorted,HybridMergeSort,3203.600000
25400,Random,MergeSort,10328.000000
25400,Random,HybridMergeSort,5414.200000
25400,Reversed,MergeSort,8228.000000
25400,Reversed,HybridMergeSort,4893.600000
25400,AlmostSorted,MergeSort,8642.800000
25400,AlmostSorted,HybridMergeSort,3123.000000
25500,Random,MergeSort,10523.400000
25500,Random,HybridMergeSort,5481.000000
25500,Reversed,MergeSort,8233.200000
25500,Reversed,HybridMergeSort,4912.400000
25500,AlmostSorted,MergeSort,8659.400000
25500,AlmostSorted,HybridMergeSort,3131.400000
25600,Random,MergeSort,10618.800000
25600,Random,HybridMergeSort,5606.400000
25600,Reversed,MergeSort,8481.200000
25600,Reversed,HybridMergeSort,5038.600000
25600,AlmostSorted,MergeSort,8618.600000
25600,AlmostSorted,HybridMergeSort,3166.000000
25700,Random,MergeSort,10514.000000
25700,Random,HybridMergeSort,5476.000000
25700,Reversed,MergeSort,8234.800000
25700,Reversed,HybridMergeSort,4773.000000
25700,AlmostSorted,MergeSort,8652.400000
25700,AlmostSorted,HybridMergeSort,3229.600000
25800,Random,MergeSort,10993.400000
25800,Random,HybridMergeSort,5694.200000
25800,Reversed,MergeSort,8814.400000
25800,Reversed,HybridMergeSort,5030.800000
25800,AlmostSorted,MergeSort,8951.800000
25800,AlmostSorted,HybridMergeSort,3322.000000
25900,Random,MergeSort,10968.200000
25900,Random,HybridMergeSort,5825.400000
25900,Reversed,MergeSort,8821.200000
25900,Reversed,HybridMergeSort,4789.200000
25900,AlmostSorted,MergeSort,9041.600000
25900,AlmostSorted,HybridMergeSort,4021.600000
26000,Random,MergeSort,11588.800000
26000,Random,HybridMergeSort,6139.800000
26000,Reversed,MergeSort,8997.000000
26000,Reversed,HybridMergeSort,4736.400000
26000,AlmostSorted,MergeSort,8967.200000
26000,AlmostSorted,HybridMergeSort,3491.400000
26100,Random,MergeSort,10809.800000
26100,Random,HybridMergeSort,5756.000000
26100,Reversed,MergeSort,8796.800000
26100,Reversed,HybridMergeSort,4628.200000
26100,AlmostSorted,MergeSort,9182.200000
26100,AlmostSorted,HybridMergeSort,3694.800000
26200,Random,MergeSort,10693.600000
26200,Random,HybridMergeSort,5654.200000
26200,Reversed,MergeSort,8439.400000
26200,Reversed,HybridMergeSort,4354.000000
26200,AlmostSorted,MergeSort,8870.600000
26200,AlmostSorted,HybridMergeSort,3646.600000
26300,Random,MergeSort,10909.400000
26300,Random,HybridMergeSort,5768.000000
26300,Reversed,MergeSort,8690.400000
26300,Reversed,HybridMergeSort,4582.400000
26300,AlmostSorted,MergeSort,9000.400000
26300,AlmostSorted,HybridMergeSort,3681.400000
26400,Random,MergeSort,10816.200000
26400,Random,HybridMergeSort,5744.600000
26400,Reversed,MergeSort,8628.800000
26400,Reversed,HybridMergeSort,4460.800000
26400,AlmostSorted,MergeSort,9106.800000
26400,AlmostSorted,HybridMergeSort,3858.800000
26500,Random,MergeSort,11014.400000
26500,Random,HybridMergeSort,5718.600000
26500,Reversed,MergeSort,8646.400000
26500,Reversed,HybridMergeSort,4467.600000
26500,AlmostSorted,MergeSort,9063.200000
26500,AlmostSorted,HybridMergeSort,3678.600000
26600,Random,MergeSort,10954.600000
26600,Random,HybridMergeSort,5919.200000
26600,Reversed,MergeSort,8709.800000
26600,Reversed,HybridMergeSort,4577.200000
26600,AlmostSorted,MergeSort,9069.000000
26600,AlmostSorted,HybridMergeSort,3680.400000
26700,Random,MergeSort,11013.600000
26700,Random,HybridMergeSort,5824.400000
26700,Reversed,MergeSort,8713.400000
26700,Reversed,HybridMergeSort,4530.000000
26700,AlmostSorted,MergeSort,9197.400000
26700,AlmostSorted,HybridMergeSort,3683.400000
26800,Random,MergeSort,10957.800000
26800,Random,HybridMergeSort,5754.800000
26800,Reversed,MergeSort,8796.400000
26800,Reversed,HybridMergeSort,4538.000000
26800,AlmostSorted,MergeSort,9073.600000
26800,AlmostSorted,HybridMergeSort,3620.000000
26900,Random,MergeSort,10969.200000
26900,Random,HybridMergeSort,5783.000000
26900,Reversed,MergeSort,8791.200000
26900,Reversed,HybridMergeSort,4517.200000
26900,AlmostSorted,MergeSort,9113.800000
26900,AlmostSorted,HybridMergeSort,3654.600000
27000,Random,MergeSort,11061.200000
27000,Random,HybridMergeSort,5790.400000
27000,Reversed,MergeSort,8783.000000
27000,Reversed,HybridMergeSort,4562.400000
27000,AlmostSorted,MergeSort,9112.600000
27000,AlmostSorted,HybridMergeSort,3652.400000
27100,Random,MergeSort,11097.800000
27100,Random,HybridMergeSort,5805.800000
27100,Reversed,MergeSort,8770.400000
27100,Reversed,HybridMergeSort,4579.800000
27100,AlmostSorted,MergeSort,9163.200000
27100,AlmostSorted,HybridMergeSort,3723.600000
27200,Random,MergeSort,11125.000000
27200,Random,HybridMergeSort,5831.600000
27200,Reversed,MergeSort,8888.600000
27200,Reversed,HybridMergeSort,4592.200000
27200,AlmostSorted,MergeSort,9207.200000
27200,AlmostSorted,HybridMergeSort,3727.000000
27300,Random,MergeSort,11145.400000
27300,Random,HybridMergeSort,5853.200000
27300,Reversed,MergeSort,8913.600000
27300,Reversed,HybridMergeSort,4567.200000
27300,AlmostSorted,MergeSort,9188.600000
27300,AlmostSorted,HybridMergeSort,3708.800000
27400,Random,MergeSort,11209.200000
27400,Random,HybridMergeSort,5957.600000
27400,Reversed,MergeSort,9073.600000
27400,Reversed,HybridMergeSort,4765.800000
27400,AlmostSorted,MergeSort,9416.200000
27400,AlmostSorted,HybridMergeSort,3769.200000
27500,Random,MergeSort,11249.600000
27500,Random,HybridMergeSort,5927.000000
27500,Reversed,MergeSort,8931.800000
27500,Reversed,HybridMergeSort,4600.200000
27500,AlmostSorted,MergeSort,9267.600000
27500,AlmostSorted,HybridMergeSort,3720.800000
27600,Random,MergeSort,11294.600000
27600,Random,HybridMergeSort,5995.000000
27600,Reversed,MergeSort,8929.400000
27600,Reversed,HybridMergeSort,4638.000000
27600,AlmostSorted,MergeSort,9279.400000
27600,AlmostSorted,HybridMergeSort,3804.200000
27700,Random,MergeSort,11345.600000
27700,Random,HybridMergeSort,5957.600000
27700,Reversed,MergeSort,9094.400000
27700,Reversed,HybridMergeSort,4726.400000
27700,AlmostSorted,MergeSort,9389.200000
27700,AlmostSorted,HybridMergeSort,3751.800000
27800,Random,MergeSort,11439.200000
27800,Random,HybridMergeSort,6036.400000
27800,Reversed,MergeSort,9272.200000
27800,Reversed,HybridMergeSort,4829.000000
27800,AlmostSorted,MergeSort,9476.200000
27800,AlmostSorted,HybridMergeSort,3817.800000
27900,Random,MergeSort,11435.000000
27900,Random,HybridMergeSort,6018.000000
27900,Reversed,MergeSort,9099.600000
27900,Reversed,HybridMergeSort,4788.000000
27900,AlmostSorted,MergeSort,9532.600000
27900,AlmostSorted,HybridMergeSort,3736.400000
28000,Random,MergeSort,11461.600000
28000,Random,HybridMergeSort,6134.200000
28000,Reversed,MergeSort,9159.800000
28000,Reversed,HybridMergeSort,4813.800000
28000,AlmostSorted,MergeSort,9573.200000
28000,AlmostSorted,HybridMergeSort,3848.800000
28100,Random,MergeSort,11487.200000
28100,Random,HybridMergeSort,6113.600000
28100,Reversed,MergeSort,9105.000000
28100,Reversed,HybridMergeSort,4827.400000
28100,AlmostSorted,MergeSort,9473.000000
28100,AlmostSorted,HybridMergeSort,3773.600000
28200,Random,MergeSort,11514.000000
28200,Random,HybridMergeSort,6070.000000
28200,Reversed,MergeSort,9140.200000
28200,Reversed,HybridMergeSort,4766.600000
28200,AlmostSorted,MergeSort,9547.600000
28200,AlmostSorted,HybridMergeSort,3906.800000
28300,Random,MergeSort,11642.400000
28300,Random,HybridMergeSort,6162.600000
28300,Reversed,MergeSort,9234.000000
28300,Reversed,HybridMergeSort,4778.200000
28300,AlmostSorted,MergeSort,9565.000000
28300,AlmostSorted,HybridMergeSort,3811.000000
28400,Random,MergeSort,11593.200000
28400,Random,HybridMergeSort,6105.200000
28400,Reversed,MergeSort,9181.600000
28400,Reversed,HybridMergeSort,4778.200000
28400,AlmostSorted,MergeSort,9585.800000
28400,AlmostSorted,HybridMergeSort,3813.600000
28500,Random,MergeSort,11692.000000
28500,Random,HybridMergeSort,6140.800000
28500,Reversed,MergeSort,9245.400000
28500,Reversed,HybridMergeSort,4815.800000
28500,AlmostSorted,MergeSort,9666.200000
28500,AlmostSorted,HybridMergeSort,3937.400000
28600,Random,MergeSort,11760.200000
28600,Random,HybridMergeSort,6251.000000
28600,Reversed,MergeSort,9473.000000
28600,Reversed,HybridMergeSort,5017.000000
28600,AlmostSorted,MergeSort,9767.000000
28600,AlmostSorted,HybridMergeSort,3842.400000
28700,Random,MergeSort,11716.800000
28700,Random,HybridMergeSort,6237.600000
28700,Reversed,MergeSort,9373.600000
28700,Reversed,HybridMergeSort,5057.400000
28700,AlmostSorted,MergeSort,9680.200000
28700,AlmostSorted,HybridMergeSort,3841.400000
28800,Random,MergeSort,11772.000000
28800,Random,HybridMergeSort,6234.200000
28800,Reversed,MergeSort,9413.000000
28800,Reversed,HybridMergeSort,4963.400000
28800,AlmostSorted,MergeSort,9717.800000
28800,AlmostSorted,HybridMergeSort,3846.200000
28900,Random,MergeSort,11798.600000
28900,Random,HybridMergeSort,6264.800000
28900,Reversed,MergeSort,9475.800000
28900,Reversed,HybridMergeSort,4900.200000
28900,AlmostSorted,MergeSort,9860.200000
28900,AlmostSorted,HybridMergeSort,3869.400000
29000,Random,MergeSort,11937.600000
29000,Random,HybridMergeSort,6342.800000
29000,Reversed,MergeSort,9649.800000
29000,Reversed,HybridMergeSort,5168.000000
29000,AlmostSorted,MergeSort,9998.000000
29000,AlmostSorted,HybridMergeSort,3966.400000
29100,Random,MergeSort,11935.400000
29100,Random,HybridMergeSort,6329.400000
29100,Reversed,MergeSort,9563.600000
29100,Reversed,HybridMergeSort,5237.400000
29100,AlmostSorted,MergeSort,9901.200000
29100,AlmostSorted,HybridMergeSort,4071.400000
29200,Random,MergeSort,12018.200000
29200,Random,HybridMergeSort,6413.000000
29200,Reversed,MergeSort,9586.800000
29200,Reversed,HybridMergeSort,5122.200000
29200,AlmostSorted,MergeSort,9925.400000
29200,AlmostSorted,HybridMergeSort,3999.400000
29300,Random,MergeSort,12064.600000
29300,Random,HybridMergeSort,6420.000000
29300,Reversed,MergeSort,9579.200000
29300,Reversed,HybridMergeSort,4989.600000
29300,AlmostSorted,MergeSort,9979.200000
29300,AlmostSorted,HybridMergeSort,4018.600000
29400,Random,MergeSort,12070.400000
29400,Random,HybridMergeSort,6333.600000
29400,Reversed,MergeSort,9498.400000
29400,Reversed,HybridMergeSort,4989.600000
29400,AlmostSorted,MergeSort,9980.400000
29400,AlmostSorted,HybridMergeSort,4020.600000
29500,Random,MergeSort,12048.600000
29500,Random,HybridMergeSort,6357.800000
29500,Reversed,MergeSort,9551.200000
29500,Reversed,HybridMergeSort,5012.000000
29500,AlmostSorted,MergeSort,10047.800000
29500,AlmostSorted,HybridMergeSort,4023.800000
29600,Random,MergeSort,12134.800000
29600,Random,HybridMergeSort,6404.000000
29600,Reversed,MergeSort,9724.600000
29600,Reversed,HybridMergeSort,5116.400000
29600,AlmostSorted,MergeSort,10008.000000
29600,AlmostSorted,HybridMergeSort,4048.800000
29700,Random,MergeSort,12150.600000
29700,Random,HybridMergeSort,6408.800000
29700,Reversed,MergeSort,9638.800000
29700,Reversed,HybridMergeSort,5050.600000
29700,AlmostSorted,MergeSort,10088.000000
29700,AlmostSorted,HybridMergeSort,3966.000000
29800,Random,MergeSort,12196.400000
29800,Random,HybridMergeSort,6554.200000
29800,Reversed,MergeSort,9875.600000
29800,Reversed,HybridMergeSort,5274.800000
29800,AlmostSorted,MergeSort,10046.000000
29800,AlmostSorted,HybridMergeSort,3980.800000
29900,Random,MergeSort,12273.000000
29900,Random,HybridMergeSort,6550.200000
29900,Reversed,MergeSort,10020.200000
29900,Reversed,HybridMergeSort,5362.000000
29900,AlmostSorted,MergeSort,10131.400000
29900,AlmostSorted,HybridMergeSort,4078.600000
30000,Random,MergeSort,12259.000000
30000,Random,HybridMergeSort,6580.800000
30000,Reversed,MergeSort,10139.600000
30000,Reversed,HybridMergeSort,5350.200000
30000,AlmostSorted,MergeSort,10705.200000
30000,AlmostSorted,HybridMergeSort,4248.200000
30100,Random,MergeSort,12879.000000
30100,Random,HybridMergeSort,6763.800000
30100,Reversed,MergeSort,10179.000000
30100,Reversed,HybridMergeSort,5354.400000
30100,AlmostSorted,MergeSort,10544.000000
30100,AlmostSorted,HybridMergeSort,4298.600000
30200,Random,MergeSort,12646.200000
30200,Random,HybridMergeSort,6550.600000
30200,Reversed,MergeSort,9858.000000
30200,Reversed,HybridMergeSort,5285.200000
30200,AlmostSorted,MergeSort,10340.800000
30200,AlmostSorted,HybridMergeSort,4095.400000
30300,Random,MergeSort,12426.800000
30300,Random,HybridMergeSort,6606.400000
30300,Reversed,MergeSort,9938.200000
30300,Reversed,HybridMergeSort,5196.800000
30300,AlmostSorted,MergeSort,10279.400000
30300,AlmostSorted,HybridMergeSort,4128.600000
30400,Random,MergeSort,12478.800000
30400,Random,HybridMergeSort,6627.600000
30400,Reversed,MergeSort,9987.000000
30400,Reversed,HybridMergeSort,5305.200000
30400,AlmostSorted,MergeSort,10408.800000
30400,AlmostSorted,HybridMergeSort,4092.000000
30500,Random,MergeSort,12489.600000
30500,Random,HybridMergeSort,6658.600000
30500,Reversed,MergeSort,9959.800000
30500,Reversed,HybridMergeSort,5214.400000
30500,AlmostSorted,MergeSort,10284.400000
30500,AlmostSorted,HybridMergeSort,4067.200000
30600,Random,MergeSort,12533.000000
30600,Random,HybridMergeSort,6621.200000
30600,Reversed,MergeSort,10054.200000
30600,Reversed,HybridMergeSort,5331.400000
30600,AlmostSorted,MergeSort,10346.000000
30600,AlmostSorted,HybridMergeSort,4169.800000
30700,Random,MergeSort,12519.600000
30700,Random,HybridMergeSort,6687.000000
30700,Reversed,MergeSort,10025.200000
30700,Reversed,HybridMergeSort,5260.400000
30700,AlmostSorted,MergeSort,10338.600000
30700,AlmostSorted,HybridMergeSort,4306.400000
30800,Random,MergeSort,12757.800000
30800,Random,HybridMergeSort,6744.400000
30800,Reversed,MergeSort,10156.800000
30800,Reversed,HybridMergeSort,5540.400000
30800,AlmostSorted,MergeSort,10508.200000
30800,AlmostSorted,HybridMergeSort,4106.000000
30900,Random,MergeSort,12643.800000
30900,Random,HybridMergeSort,6692.400000
30900,Reversed,MergeSort,10035.600000
30900,Reversed,HybridMergeSort,5307.800000
30900,AlmostSorted,MergeSort,10528.600000
30900,AlmostSorted,HybridMergeSort,4205.400000
31000,Random,MergeSort,12795.000000
31000,Random,HybridMergeSort,6705.600000
31000,Reversed,MergeSort,10189.200000
31000,Reversed,HybridMergeSort,5428.400000
31000,AlmostSorted,MergeSort,10526.200000
31000,AlmostSorted,HybridMergeSort,4122.600000
31100,Random,MergeSort,12708.600000
31100,Random,HybridMergeSort,6777.600000
31100,Reversed,MergeSort,10222.200000
31100,Reversed,HybridMergeSort,5531.200000
31100,AlmostSorted,MergeSort,10539.800000
31100,AlmostSorted,HybridMergeSort,4226.000000
31200,Random,MergeSort,12790.800000
31200,Random,HybridMergeSort,6785.800000
31200,Reversed,MergeSort,10203.600000
31200,Reversed,HybridMergeSort,5444.600000
31200,AlmostSorted,MergeSort,10540.600000
31200,AlmostSorted,HybridMergeSort,4152.800000
31300,Random,MergeSort,12774.000000
31300,Random,HybridMergeSort,6814.200000
31300,Reversed,MergeSort,10325.600000
31300,Reversed,HybridMergeSort,5711.800000
31300,AlmostSorted,MergeSort,11248.400000
31300,AlmostSorted,HybridMergeSort,4366.600000
31400,Random,MergeSort,13251.000000
31400,Random,HybridMergeSort,6972.400000
31400,Reversed,MergeSort,10645.800000
31400,Reversed,HybridMergeSort,5611.400000
31400,AlmostSorted,MergeSort,10827.200000
31400,AlmostSorted,HybridMergeSort,4370.200000
31500,Random,MergeSort,13490.200000
31500,Random,HybridMergeSort,7096.200000
31500,Reversed,MergeSort,10666.200000
31500,Reversed,HybridMergeSort,5669.400000
31500,AlmostSorted,MergeSort,11042.200000
31500,AlmostSorted,HybridMergeSort,4340.200000
31600,Random,MergeSort,13284.800000
31600,Random,HybridMergeSort,7191.800000
31600,Reversed,MergeSort,10707.000000
31600,Reversed,HybridMergeSort,5651.000000
31600,AlmostSorted,MergeSort,10972.000000
31600,AlmostSorted,HybridMergeSort,4399.400000
31700,Random,MergeSort,13217.000000
31700,Random,HybridMergeSort,6939.000000
31700,Reversed,MergeSort,10497.200000
31700,Reversed,HybridMergeSort,5500.800000
31700,AlmostSorted,MergeSort,10821.400000
31700,AlmostSorted,HybridMergeSort,4278.400000
31800,Random,MergeSort,13117.400000
31800,Random,HybridMergeSort,6933.600000
31800,Reversed,MergeSort,10513.600000
31800,Reversed,HybridMergeSort,5517.400000
31800,AlmostSorted,MergeSort,10804.000000
31800,AlmostSorted,HybridMergeSort,4338.000000
31900,Random,MergeSort,13085.400000
31900,Random,HybridMergeSort,7033.600000
31900,Reversed,MergeSort,10361.200000
31900,Reversed,HybridMergeSort,5675.200000
31900,AlmostSorted,MergeSort,10828.600000
31900,AlmostSorted,HybridMergeSort,4258.800000
32000,Random,MergeSort,13160.000000
32000,Random,HybridMergeSort,6991.400000
32000,Reversed,MergeSort,10531.200000
32000,Reversed,HybridMergeSort,5608.800000
32000,AlmostSorted,MergeSort,11022.800000
32000,AlmostSorted,HybridMergeSort,4352.600000
32100,Random,MergeSort,13191.000000
32100,Random,HybridMergeSort,6971.800000
32100,Reversed,MergeSort,10610.200000
32100,Reversed,HybridMergeSort,5713.400000
32100,AlmostSorted,MergeSort,10879.400000
32100,AlmostSorted,HybridMergeSort,4278.800000
32200,Random,MergeSort,13218.000000
32200,Random,HybridMergeSort,7173.000000
32200,Reversed,MergeSort,10615.000000
32200,Reversed,HybridMergeSort,5873.400000
32200,AlmostSorted,MergeSort,11394.600000
32200,AlmostSorted,HybridMergeSort,4667.200000
32300,Random,MergeSort,13682.400000
32300,Random,HybridMergeSort,7398.000000
32300,Reversed,MergeSort,11121.400000
32300,Reversed,HybridMergeSort,6058.400000
32300,AlmostSorted,MergeSort,11018.000000
32300,AlmostSorted,HybridMergeSort,4511.200000
32400,Random,MergeSort,13342.800000
32400,Random,HybridMergeSort,7178.600000
32400,Reversed,MergeSort,10690.800000
32400,Reversed,HybridMergeSort,5778.000000
32400,AlmostSorted,MergeSort,11007.400000
32400,AlmostSorted,HybridMergeSort,4415.000000
32500,Random,MergeSort,13281.600000
32500,Random,HybridMergeSort,7234.000000
32500,Reversed,MergeSort,10901.800000
32500,Reversed,HybridMergeSort,5782.800000
32500,AlmostSorted,MergeSort,11004.800000
32500,AlmostSorted,HybridMergeSort,4409.800000
32600,Random,MergeSort,13452.000000
32600,Random,HybridMergeSort,7117.600000
32600,Reversed,MergeSort,10660.000000
32600,Reversed,HybridMergeSort,5693.000000
32600,AlmostSorted,MergeSort,11057.600000
32600,AlmostSorted,HybridMergeSort,4431.600000
32700,Random,MergeSort,13416.800000
32700,Random,HybridMergeSort,7127.200000
32700,Reversed,MergeSort,10663.200000
32700,Reversed,HybridMergeSort,5908.200000
32700,AlmostSorted,MergeSort,11089.000000
32700,AlmostSorted,HybridMergeSort,4350.000000
32800,Random,MergeSort,13443.400000
32800,Random,HybridMergeSort,7180.200000
32800,Reversed,MergeSort,10893.600000
32800,Reversed,HybridMergeSort,5956.600000
32800,AlmostSorted,MergeSort,11211.400000
32800,AlmostSorted,HybridMergeSort,4451.400000
32900,Random,MergeSort,13586.600000
32900,Random,HybridMergeSort,7270.600000
32900,Reversed,MergeSort,10764.800000
32900,Reversed,HybridMergeSort,5777.200000
32900,AlmostSorted,MergeSort,11149.000000
32900,AlmostSorted,HybridMergeSort,4507.200000
33000,Random,MergeSort,13627.600000
33000,Random,HybridMergeSort,7317.800000
33000,Reversed,MergeSort,10918.400000
33000,Reversed,HybridMergeSort,5861.600000
33000,AlmostSorted,MergeSort,11224.000000
33000,AlmostSorted,HybridMergeSort,4515.200000
33100,Random,MergeSort,13686.200000
33100,Random,HybridMergeSort,7282.600000
33100,Reversed,MergeSort,10876.200000
33100,Reversed,HybridMergeSort,5865.400000
33100,AlmostSorted,MergeSort,11197.800000
33100,AlmostSorted,HybridMergeSort,4408.800000
33200,Random,MergeSort,13703.200000
33200,Random,HybridMergeSort,7241.200000
33200,Reversed,MergeSort,10842.400000
33200,Reversed,HybridMergeSort,6921.200000
33200,AlmostSorted,MergeSort,14034.000000
33200,AlmostSorted,HybridMergeSort,4647.000000
33300,Random,MergeSort,14258.200000
33300,Random,HybridMergeSort,7418.200000
33300,Reversed,MergeSort,11253.600000
33300,Reversed,HybridMergeSort,6029.200000
33300,AlmostSorted,MergeSort,11640.200000
33300,AlmostSorted,HybridMergeSort,4531.600000
33400,Random,MergeSort,14200.800000
33400,Random,HybridMergeSort,7398.000000
33400,Reversed,MergeSort,11003.400000
33400,Reversed,HybridMergeSort,5941.200000
33400,AlmostSorted,MergeSort,11400.200000
33400,AlmostSorted,HybridMergeSort,4562.000000
33500,Random,MergeSort,13855.000000
33500,Random,HybridMergeSort,7378.200000
33500,Reversed,MergeSort,11063.200000
33500,Reversed,HybridMergeSort,6024.000000
33500,AlmostSorted,MergeSort,11430.600000
33500,AlmostSorted,HybridMergeSort,4486.600000
33600,Random,MergeSort,13861.600000
33600,Random,HybridMergeSort,7384.800000
33600,Reversed,MergeSort,11215.000000
33600,Reversed,HybridMergeSort,6233.600000
33600,AlmostSorted,MergeSort,11521.600000
33600,AlmostSorted,HybridMergeSort,4509.000000
33700,Random,MergeSort,13886.800000
